country,frame_type,frame_id,frame_name,window_start,window_end,cohort_type,lower_tail_q,persistent_min_count,min_transactions_per_unit_year,min_units_per_frame_year,n_units,n_exposed,n_repeat_exposed,n_persistent,escape_denominator,escape_numerator,X_exposure,lambda_immediate_escape,delta_repeat_deepening,P_observed,P_predicted_pathway,P_predicted_exposure_only,absolute_error_pathway,absolute_error_exposure_only,hardening_kernel
UK,lad,E07000147,,2018,2022,available,0.2,3,3,10,14,6,2,1,5,4,0.42857142857142855,0.8,0.5,0.07142857142857142,0.042857142857142844,0.42857142857142855,0.02857142857142858,0.3571428571428571,0.09999999999999998
UK,lad,E07000149,,2018,2022,available,0.2,3,3,10,14,4,2,2,4,2,0.2857142857142857,0.5,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.5
UK,lad,E07000177,,2018,2022,available,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E07000179,,2018,2022,available,0.2,3,3,10,13,3,2,2,3,1,0.23076923076923078,0.3333333333333333,1.0,0.15384615384615385,0.15384615384615388,0.23076923076923078,2.7755575615628914e-17,0.07692307692307693,0.6666666666666667
UK,lad,E07000194,,2018,2022,available,0.2,3,3,10,10,3,1,1,2,1,0.3,0.5,1.0,0.1,0.15,0.3,0.04999999999999999,0.19999999999999998,0.5
UK,lad,E07000196,,2018,2022,available,0.2,3,3,10,17,6,4,2,5,3,0.35294117647058826,0.6,0.5,0.11764705882352941,0.07058823529411766,0.35294117647058826,0.04705882352941175,0.23529411764705885,0.2
UK,lad,E07000197,,2018,2022,available,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,lad,E07000198,,2018,2022,available,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E07000200,,2018,2022,available,0.2,3,3,10,12,4,3,2,4,2,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.05555555555555555,0.16666666666666666,0.3333333333333333
UK,lad,E07000203,,2018,2022,available,0.2,3,3,10,11,4,2,2,4,3,0.36363636363636365,0.75,1.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.25
UK,lad,E07000209,,2018,2022,available,0.2,3,3,10,15,4,3,3,3,1,0.26666666666666666,0.3333333333333333,1.0,0.2,0.17777777777777778,0.26666666666666666,0.022222222222222227,0.06666666666666665,0.6666666666666667
UK,lad,E07000210,,2018,2022,available,0.2,3,3,10,10,3,3,2,3,0,0.3,0.0,0.6666666666666666,0.2,0.19999999999999998,0.3,2.7755575615628914e-17,0.09999999999999998,0.6666666666666666
UK,lad,E07000215,,2018,2022,available,0.2,3,3,10,12,6,2,1,5,3,0.5,0.6,0.5,0.08333333333333333,0.1,0.5,0.016666666666666677,0.4166666666666667,0.2
UK,lad,E07000221,,2018,2022,available,0.2,3,3,10,16,7,4,1,7,4,0.4375,0.5714285714285714,0.25,0.0625,0.046875,0.4375,0.015625,0.375,0.10714285714285715
UK,lad,E07000222,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,1,0.3,0.3333333333333333,1.0,0.2,0.2,0.3,0.0,0.09999999999999998,0.6666666666666667
UK,lad,E07000224,,2018,2022,available,0.2,3,3,10,10,2,2,2,0,0,0.2,,1.0,0.2,,0.2,,0.0,
UK,lad,E07000225,,2018,2022,available,0.2,3,3,10,13,3,2,2,3,1,0.23076923076923078,0.3333333333333333,1.0,0.15384615384615385,0.15384615384615388,0.23076923076923078,2.7755575615628914e-17,0.07692307692307693,0.6666666666666667
UK,lad,E07000234,,2018,2022,available,0.2,3,3,10,12,4,2,1,3,2,0.3333333333333333,0.6666666666666666,0.5,0.08333333333333333,0.05555555555555556,0.3333333333333333,0.02777777777777777,0.25,0.16666666666666669
UK,lad,E07000235,,2018,2022,available,0.2,3,3,10,11,5,1,1,4,3,0.45454545454545453,0.75,1.0,0.09090909090909091,0.11363636363636363,0.45454545454545453,0.02272727272727272,0.36363636363636365,0.25
UK,lad,E07000238,,2018,2022,available,0.2,3,3,10,17,5,4,3,5,2,0.29411764705882354,0.4,0.75,0.17647058823529413,0.1323529411764706,0.29411764705882354,0.04411764705882354,0.11764705882352941,0.44999999999999996
UK,lad,E07000242,,2018,2022,available,0.2,3,3,10,13,5,3,2,4,1,0.38461538461538464,0.25,0.6666666666666666,0.15384615384615385,0.19230769230769232,0.38461538461538464,0.038461538461538464,0.23076923076923078,0.5
UK,lad,E07000244,,2018,2022,available,0.2,3,3,10,18,4,4,3,4,2,0.2222222222222222,0.5,0.75,0.16666666666666666,0.08333333333333333,0.2222222222222222,0.08333333333333333,0.05555555555555555,0.375
UK,lad,E07000245,,2018,2022,available,0.2,3,3,10,13,5,3,1,4,1,0.38461538461538464,0.25,0.3333333333333333,0.07692307692307693,0.09615384615384616,0.38461538461538464,0.019230769230769232,0.3076923076923077,0.25
UK,lad,E08000003,,2018,2022,available,0.2,3,3,10,22,7,4,4,7,3,0.3181818181818182,0.42857142857142855,1.0,0.18181818181818182,0.1818181818181818,0.3181818181818182,2.7755575615628914e-17,0.13636363636363635,0.5714285714285714
UK,lad,E08000006,,2018,2022,available,0.2,3,3,10,10,5,2,1,4,3,0.5,0.75,0.5,0.1,0.0625,0.5,0.037500000000000006,0.4,0.125
UK,lad,E08000007,,2018,2022,available,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E08000009,,2018,2022,available,0.2,3,3,10,11,4,3,1,4,2,0.36363636363636365,0.5,0.3333333333333333,0.09090909090909091,0.06060606060606061,0.36363636363636365,0.030303030303030304,0.2727272727272727,0.16666666666666666
UK,lad,E08000010,,2018,2022,available,0.2,3,3,10,11,4,3,2,4,2,0.36363636363636365,0.5,0.6666666666666666,0.18181818181818182,0.12121212121212122,0.36363636363636365,0.06060606060606061,0.18181818181818182,0.3333333333333333
UK,lad,E08000011,,2018,2022,available,0.2,3,3,10,13,3,2,2,3,2,0.23076923076923078,0.6666666666666666,1.0,0.15384615384615385,0.07692307692307694,0.23076923076923078,0.07692307692307691,0.07692307692307693,0.33333333333333337
UK,lad,E08000012,,2018,2022,available,0.2,3,3,10,24,6,4,4,5,1,0.25,0.2,1.0,0.16666666666666666,0.2,0.25,0.033333333333333354,0.08333333333333334,0.8
UK,lad,E08000014,,2018,2022,available,0.2,3,3,10,13,3,3,3,3,1,0.23076923076923078,0.3333333333333333,1.0,0.23076923076923078,0.15384615384615388,0.23076923076923078,0.0769230769230769,0.0,0.6666666666666667
UK,lad,E08000015,,2018,2022,available,0.2,3,3,10,13,3,3,2,3,1,0.23076923076923078,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.10256410256410259,0.23076923076923078,0.051282051282051266,0.07692307692307693,0.4444444444444445
UK,lad,E08000017,,2018,2022,available,0.2,3,3,10,15,4,3,3,4,1,0.26666666666666666,0.25,1.0,0.2,0.2,0.26666666666666666,0.0,0.06666666666666665,0.75
UK,lad,E08000018,,2018,2022,available,0.2,3,3,10,13,3,3,3,3,1,0.23076923076923078,0.3333333333333333,1.0,0.23076923076923078,0.15384615384615388,0.23076923076923078,0.0769230769230769,0.0,0.6666666666666667
UK,lad,E08000022,,2018,2022,available,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E08000024,,2018,2022,available,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E08000025,,2018,2022,available,0.2,3,3,10,47,12,11,10,12,2,0.2553191489361702,0.16666666666666666,0.9090909090909091,0.2127659574468085,0.19342359767891681,0.2553191489361702,0.019342359767891698,0.04255319148936168,0.7575757575757576
UK,lad,E08000027,,2018,2022,available,0.2,3,3,10,14,4,3,2,4,2,0.2857142857142857,0.5,0.6666666666666666,0.14285714285714285,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.3333333333333333
UK,lad,E08000028,,2018,2022,available,0.2,3,3,10,16,4,4,2,4,2,0.25,0.5,0.5,0.125,0.0625,0.25,0.0625,0.125,0.25
UK,lad,E08000029,,2018,2022,available,0.2,3,3,10,14,5,3,2,4,1,0.35714285714285715,0.25,0.6666666666666666,0.14285714285714285,0.17857142857142855,0.35714285714285715,0.0357142857142857,0.2142857142857143,0.5
UK,lad,E08000030,,2018,2022,available,0.2,3,3,10,14,4,3,3,4,2,0.2857142857142857,0.5,1.0,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.5
UK,lad,E08000031,,2018,2022,available,0.2,3,3,10,12,3,2,2,2,0,0.25,0.0,1.0,0.16666666666666666,0.25,0.25,0.08333333333333334,0.08333333333333334,1.0
UK,lad,E08000032,,2018,2022,available,0.2,3,3,10,22,6,4,3,6,2,0.2727272727272727,0.3333333333333333,0.75,0.13636363636363635,0.13636363636363635,0.2727272727272727,0.0,0.13636363636363635,0.5
UK,lad,E08000033,,2018,2022,available,0.2,3,3,10,11,5,2,1,4,2,0.45454545454545453,0.5,0.5,0.09090909090909091,0.11363636363636363,0.45454545454545453,0.02272727272727272,0.36363636363636365,0.25
UK,lad,E08000034,,2018,2022,available,0.2,3,3,10,19,5,4,3,5,2,0.2631578947368421,0.4,0.75,0.15789473684210525,0.11842105263157894,0.2631578947368421,0.039473684210526314,0.10526315789473684,0.44999999999999996
UK,lad,E08000035,,2018,2022,available,0.2,3,3,10,35,10,9,5,10,4,0.2857142857142857,0.4,0.5555555555555556,0.14285714285714285,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.3333333333333333
UK,lad,E08000036,,2018,2022,available,0.2,3,3,10,13,4,2,2,3,2,0.3076923076923077,0.6666666666666666,1.0,0.15384615384615385,0.10256410256410257,0.3076923076923077,0.05128205128205128,0.15384615384615385,0.33333333333333337
UK,lad,E08000037,,2018,2022,available,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E08000038,,2018,2022,available,0.2,3,3,10,9,2,2,2,2,0,0.2222222222222222,0.0,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,1.0
UK,lad,E08000039,,2018,2022,available,0.2,3,3,10,18,5,3,2,4,1,0.2777777777777778,0.25,0.6666666666666666,0.1111111111111111,0.1388888888888889,0.2777777777777778,0.02777777777777779,0.16666666666666669,0.5
UK,lad,E09000001,,2018,2022,available,0.2,3,3,10,19,11,2,1,6,4,0.5789473684210527,0.6666666666666666,0.5,0.05263157894736842,0.09649122807017545,0.5789473684210527,0.04385964912280703,0.5263157894736843,0.16666666666666669
UK,lad,E09000003,,2018,2022,available,0.2,3,3,10,17,6,4,3,6,4,0.35294117647058826,0.6666666666666666,0.75,0.17647058823529413,0.08823529411764708,0.35294117647058826,0.08823529411764705,0.17647058823529413,0.25
UK,lad,E09000004,,2018,2022,available,0.2,3,3,10,13,5,2,2,5,4,0.38461538461538464,0.8,1.0,0.15384615384615385,0.07692307692307691,0.38461538461538464,0.07692307692307694,0.23076923076923078,0.19999999999999996
UK,lad,E09000005,,2018,2022,available,0.2,3,3,10,11,5,4,1,4,3,0.45454545454545453,0.75,0.25,0.09090909090909091,0.028409090909090908,0.45454545454545453,0.0625,0.36363636363636365,0.0625
UK,lad,E09000006,,2018,2022,available,0.2,3,3,10,14,5,2,2,5,3,0.35714285714285715,0.6,1.0,0.14285714285714285,0.14285714285714288,0.35714285714285715,2.7755575615628914e-17,0.2142857142857143,0.4
UK,lad,E09000007,,2018,2022,available,0.2,3,3,10,24,7,5,4,7,3,0.2916666666666667,0.42857142857142855,0.8,0.16666666666666666,0.13333333333333333,0.2916666666666667,0.033333333333333326,0.12500000000000003,0.45714285714285713
UK,lad,E09000008,,2018,2022,available,0.2,3,3,10,11,3,3,3,3,1,0.2727272727272727,0.3333333333333333,1.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.09090909090909088,0.0,0.6666666666666667
UK,lad,E09000009,,2018,2022,available,0.2,3,3,10,12,3,3,2,3,1,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.11111111111111112,0.25,0.05555555555555554,0.08333333333333334,0.4444444444444445
UK,lad,E09000010,,2018,2022,available,0.2,3,3,10,12,4,3,2,3,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.14814814814814814,0.3333333333333333,0.018518518518518517,0.16666666666666666,0.4444444444444445
UK,lad,E09000011,,2018,2022,available,0.2,3,3,10,12,4,2,2,3,1,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.22222222222222224,0.3333333333333333,0.05555555555555558,0.16666666666666666,0.6666666666666667
UK,lad,E09000012,,2018,2022,available,0.2,3,3,10,11,5,2,1,5,3,0.45454545454545453,0.6,0.5,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.36363636363636365,0.2
UK,lad,E09000014,,2018,2022,available,0.2,3,3,10,10,2,2,1,2,0,0.2,0.0,0.5,0.1,0.1,0.2,0.0,0.1,0.5
UK,lad,E09000016,,2018,2022,available,0.2,3,3,10,10,4,3,1,3,2,0.4,0.6666666666666666,0.3333333333333333,0.1,0.04444444444444445,0.4,0.05555555555555555,0.30000000000000004,0.11111111111111112
UK,lad,E09000017,,2018,2022,available,0.2,3,3,10,11,4,3,2,3,0,0.36363636363636365,0.0,0.6666666666666666,0.18181818181818182,0.24242424242424243,0.36363636363636365,0.06060606060606061,0.18181818181818182,0.6666666666666666
UK,lad,E09000018,,2018,2022,available,0.2,3,3,10,13,4,2,2,3,1,0.3076923076923077,0.3333333333333333,1.0,0.15384615384615385,0.20512820512820515,0.3076923076923077,0.051282051282051294,0.15384615384615385,0.6666666666666667
UK,lad,E09000019,,2018,2022,available,0.2,3,3,10,14,7,2,1,6,5,0.5,0.8333333333333334,0.5,0.07142857142857142,0.04166666666666666,0.5,0.029761904761904767,0.4285714285714286,0.08333333333333331
UK,lad,E09000020,,2018,2022,available,0.2,3,3,10,11,4,2,2,3,2,0.36363636363636365,0.6666666666666666,1.0,0.18181818181818182,0.12121212121212123,0.36363636363636365,0.060606060606060594,0.18181818181818182,0.33333333333333337
UK,lad,E09000021,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,1,0.3,0.3333333333333333,1.0,0.2,0.2,0.3,0.0,0.09999999999999998,0.6666666666666667
UK,lad,E09000022,,2018,2022,available,0.2,3,3,10,13,5,3,2,5,3,0.38461538461538464,0.6,0.6666666666666666,0.15384615384615385,0.10256410256410256,0.38461538461538464,0.051282051282051294,0.23076923076923078,0.26666666666666666
UK,lad,E09000023,,2018,2022,available,0.2,3,3,10,14,3,3,3,2,0,0.21428571428571427,0.0,1.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,1.0
UK,lad,E09000026,,2018,2022,available,0.2,3,3,10,15,4,4,3,4,1,0.26666666666666666,0.25,0.75,0.2,0.15000000000000002,0.26666666666666666,0.04999999999999999,0.06666666666666665,0.5625
UK,lad,E09000027,,2018,2022,available,0.2,3,3,10,16,7,3,2,6,4,0.4375,0.6666666666666666,0.6666666666666666,0.125,0.09722222222222222,0.4375,0.027777777777777776,0.3125,0.22222222222222224
UK,lad,E09000028,,2018,2022,available,0.2,3,3,10,15,5,4,3,4,3,0.3333333333333333,0.75,0.75,0.2,0.0625,0.3333333333333333,0.1375,0.1333333333333333,0.1875
UK,lad,E09000029,,2018,2022,available,0.2,3,3,10,13,4,2,2,4,2,0.3076923076923077,0.5,1.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,0.5
UK,lad,E09000033,,2018,2022,available,0.2,3,3,10,34,14,10,4,14,8,0.4117647058823529,0.5714285714285714,0.4,0.11764705882352941,0.07058823529411766,0.4117647058823529,0.04705882352941175,0.2941176470588235,0.17142857142857146
UK,lad,W06000001,,2018,2022,available,0.2,3,3,10,20,7,5,3,6,2,0.35,0.3333333333333333,0.6,0.15,0.13999999999999999,0.35,0.010000000000000009,0.19999999999999998,0.4
UK,lad,W06000002,,2018,2022,available,0.2,3,3,10,26,9,6,4,8,2,0.34615384615384615,0.25,0.6666666666666666,0.15384615384615385,0.17307692307692304,0.34615384615384615,0.01923076923076919,0.1923076923076923,0.5
UK,lad,W06000003,,2018,2022,available,0.2,3,3,10,15,6,4,2,6,4,0.4,0.6666666666666666,0.5,0.13333333333333333,0.06666666666666668,0.4,0.06666666666666665,0.2666666666666667,0.16666666666666669
UK,lad,W06000005,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,2,0.3,0.6666666666666666,1.0,0.2,0.1,0.3,0.1,0.09999999999999998,0.33333333333333337
UK,lad,W06000008,,2018,2022,available,0.2,3,3,10,13,7,2,1,6,5,0.5384615384615384,0.8333333333333334,0.5,0.07692307692307693,0.04487179487179486,0.5384615384615384,0.03205128205128207,0.4615384615384615,0.08333333333333331
UK,lad,W06000009,,2018,2022,available,0.2,3,3,10,20,6,4,4,6,3,0.3,0.5,1.0,0.2,0.15,0.3,0.05000000000000002,0.09999999999999998,0.5
UK,lad,W06000010,,2018,2022,available,0.2,3,3,10,19,6,2,2,5,3,0.3157894736842105,0.6,1.0,0.10526315789473684,0.12631578947368421,0.3157894736842105,0.02105263157894738,0.21052631578947367,0.4
UK,lad,W06000014,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,2,0.3,0.6666666666666666,1.0,0.2,0.1,0.3,0.1,0.09999999999999998,0.33333333333333337
UK,lad,W06000016,,2018,2022,available,0.2,3,3,10,12,4,2,2,3,1,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.22222222222222224,0.3333333333333333,0.05555555555555558,0.16666666666666666,0.6666666666666667
UK,lad,W06000018,,2018,2022,available,0.2,3,3,10,11,3,2,2,2,2,0.2727272727272727,1.0,1.0,0.18181818181818182,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909088,0.0
UK,lad,W06000023,,2018,2022,available,0.2,3,3,10,24,8,6,3,8,4,0.3333333333333333,0.5,0.5,0.125,0.08333333333333333,0.3333333333333333,0.04166666666666667,0.20833333333333331,0.25
UK,lad,E06000004,,2018,2022,balanced,0.2,3,3,10,10,2,1,1,2,1,0.2,0.5,1.0,0.1,0.1,0.2,0.0,0.1,0.5
UK,lad,E06000010,,2018,2022,balanced,0.2,3,3,10,10,4,2,2,4,3,0.4,0.75,1.0,0.2,0.1,0.4,0.1,0.2,0.25
UK,lad,E06000011,,2018,2022,balanced,0.2,3,3,10,23,6,5,3,6,3,0.2608695652173913,0.5,0.6,0.13043478260869565,0.07826086956521738,0.2608695652173913,0.052173913043478265,0.13043478260869565,0.3
UK,lad,E06000013,,2018,2022,balanced,0.2,3,3,10,12,3,3,3,3,1,0.25,0.3333333333333333,1.0,0.25,0.16666666666666669,0.25,0.08333333333333331,0.0,0.6666666666666667
UK,lad,E06000014,,2018,2022,balanced,0.2,3,3,10,10,4,4,1,4,1,0.4,0.25,0.25,0.1,0.07500000000000001,0.4,0.024999999999999994,0.30000000000000004,0.1875
UK,lad,E06000019,,2018,2022,balanced,0.2,3,3,10,15,5,4,3,5,2,0.3333333333333333,0.4,0.75,0.2,0.15,0.3333333333333333,0.05000000000000002,0.1333333333333333,0.44999999999999996
UK,lad,E06000020,,2018,2022,balanced,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E06000023,,2018,2022,balanced,0.2,3,3,10,15,5,3,3,4,1,0.3333333333333333,0.25,1.0,0.2,0.25,0.3333333333333333,0.04999999999999999,0.1333333333333333,0.75
UK,lad,E06000024,,2018,2022,balanced,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,lad,E06000025,,2018,2022,balanced,0.2,3,3,10,13,3,3,3,3,0,0.23076923076923078,0.0,1.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,1.0
UK,lad,E06000037,,2018,2022,balanced,0.2,3,3,10,9,2,2,1,2,0,0.2222222222222222,0.0,0.5,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.5
UK,lad,E06000041,,2018,2022,balanced,0.2,3,3,10,10,4,2,1,3,1,0.4,0.3333333333333333,0.5,0.1,0.13333333333333336,0.4,0.033333333333333354,0.30000000000000004,0.33333333333333337
UK,lad,E06000042,,2018,2022,balanced,0.2,3,3,10,19,5,4,3,5,2,0.2631578947368421,0.4,0.75,0.15789473684210525,0.11842105263157894,0.2631578947368421,0.039473684210526314,0.10526315789473684,0.44999999999999996
UK,lad,E06000046,,2018,2022,balanced,0.2,3,3,10,12,3,3,2,3,0,0.25,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.0,0.08333333333333334,0.6666666666666666
UK,lad,E06000047,,2018,2022,balanced,0.2,3,3,10,27,6,5,5,6,1,0.2222222222222222,0.16666666666666666,1.0,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.0,0.037037037037037035,0.8333333333333334
UK,lad,E06000049,,2018,2022,balanced,0.2,3,3,10,19,5,4,4,5,1,0.2631578947368421,0.2,1.0,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.0,0.05263157894736842,0.8
UK,lad,E06000050,,2018,2022,balanced,0.2,3,3,10,18,4,3,3,4,1,0.2222222222222222,0.25,1.0,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.05555555555555555,0.75
UK,lad,E06000051,,2018,2022,balanced,0.2,3,3,10,30,9,6,6,8,2,0.3,0.25,1.0,0.2,0.22499999999999998,0.3,0.024999999999999967,0.09999999999999998,0.75
UK,lad,E06000052,,2018,2022,balanced,0.2,3,3,10,46,13,9,8,13,5,0.2826086956521739,0.38461538461538464,0.8888888888888888,0.17391304347826086,0.15458937198067632,0.2826086956521739,0.019323671497584544,0.10869565217391303,0.5470085470085471
UK,lad,E06000054,,2018,2022,balanced,0.2,3,3,10,26,9,6,4,8,4,0.34615384615384615,0.5,0.6666666666666666,0.15384615384615385,0.11538461538461538,0.34615384615384615,0.03846153846153848,0.1923076923076923,0.3333333333333333
UK,lad,E06000056,,2018,2022,balanced,0.2,3,3,10,17,5,4,3,4,1,0.29411764705882354,0.25,0.75,0.17647058823529413,0.16544117647058823,0.29411764705882354,0.011029411764705899,0.11764705882352941,0.5625
UK,lad,E06000057,,2018,2022,balanced,0.2,3,3,10,33,8,6,6,7,2,0.24242424242424243,0.2857142857142857,1.0,0.18181818181818182,0.17316017316017318,0.24242424242424243,0.008658008658008642,0.06060606060606061,0.7142857142857143
UK,lad,E06000058,,2018,2022,balanced,0.2,3,3,10,20,4,4,4,4,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E06000059,,2018,2022,balanced,0.2,3,3,10,25,6,5,5,5,0,0.24,0.0,1.0,0.2,0.24,0.24,0.03999999999999998,0.03999999999999998,1.0
UK,lad,E06000060,,2018,2022,balanced,0.2,3,3,10,39,11,7,7,9,2,0.28205128205128205,0.2222222222222222,1.0,0.1794871794871795,0.21937321937321938,0.28205128205128205,0.03988603988603989,0.10256410256410256,0.7777777777777778
UK,lad,E06000061,,2018,2022,balanced,0.2,3,3,10,14,4,2,2,3,2,0.2857142857142857,0.6666666666666666,1.0,0.14285714285714285,0.09523809523809525,0.2857142857142857,0.0476190476190476,0.14285714285714285,0.33333333333333337
UK,lad,E06000062,,2018,2022,balanced,0.2,3,3,10,14,3,3,2,3,2,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.04761904761904762,0.21428571428571427,0.09523809523809523,0.07142857142857142,0.22222222222222224
UK,lad,E06000063,,2018,2022,balanced,0.2,3,3,10,24,9,6,6,8,3,0.375,0.375,1.0,0.25,0.234375,0.375,0.015625,0.125,0.625
UK,lad,E06000064,,2018,2022,balanced,0.2,3,3,10,24,7,4,4,7,5,0.2916666666666667,0.7142857142857143,1.0,0.16666666666666666,0.08333333333333333,0.2916666666666667,0.08333333333333333,0.12500000000000003,0.2857142857142857
UK,lad,E06000065,,2018,2022,balanced,0.2,3,3,10,51,14,11,10,12,2,0.27450980392156865,0.16666666666666666,0.9090909090909091,0.19607843137254902,0.20796197266785504,0.27450980392156865,0.011883541295306027,0.07843137254901963,0.7575757575757576
UK,lad,E06000066,,2018,2022,balanced,0.2,3,3,10,44,14,10,8,13,6,0.3181818181818182,0.46153846153846156,0.8,0.18181818181818182,0.13706293706293707,0.3181818181818182,0.044755244755244755,0.13636363636363635,0.4307692307692308
UK,lad,E07000012,,2018,2022,balanced,0.2,3,3,10,15,6,5,2,6,1,0.4,0.16666666666666666,0.4,0.13333333333333333,0.13333333333333336,0.4,2.7755575615628914e-17,0.2666666666666667,0.33333333333333337
UK,lad,E07000032,,2018,2022,balanced,0.2,3,3,10,10,3,2,2,3,1,0.3,0.3333333333333333,1.0,0.2,0.2,0.3,0.0,0.09999999999999998,0.6666666666666667
UK,lad,E07000039,,2018,2022,balanced,0.2,3,3,10,10,3,2,2,2,0,0.3,0.0,1.0,0.2,0.3,0.3,0.09999999999999998,0.09999999999999998,1.0
UK,lad,E07000040,,2018,2022,balanced,0.2,3,3,10,13,4,3,2,4,2,0.3076923076923077,0.5,0.6666666666666666,0.15384615384615385,0.10256410256410256,0.3076923076923077,0.051282051282051294,0.15384615384615385,0.3333333333333333
UK,lad,E07000043,,2018,2022,balanced,0.2,3,3,10,10,3,3,2,3,0,0.3,0.0,0.6666666666666666,0.2,0.19999999999999998,0.3,2.7755575615628914e-17,0.09999999999999998,0.6666666666666666
UK,lad,E07000044,,2018,2022,balanced,0.2,3,3,10,14,3,3,3,3,0,0.21428571428571427,0.0,1.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,1.0
UK,lad,E07000046,,2018,2022,balanced,0.2,3,3,10,11,5,2,1,4,2,0.45454545454545453,0.5,0.5,0.09090909090909091,0.11363636363636363,0.45454545454545453,0.02272727272727272,0.36363636363636365,0.25
UK,lad,E07000064,,2018,2022,balanced,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,lad,E07000065,,2018,2022,balanced,0.2,3,3,10,18,5,4,3,5,1,0.2777777777777778,0.2,0.75,0.16666666666666666,0.16666666666666669,0.2777777777777778,2.7755575615628914e-17,0.11111111111111113,0.6000000000000001
UK,lad,E07000067,,2018,2022,balanced,0.2,3,3,10,10,3,3,2,3,1,0.3,0.3333333333333333,0.6666666666666666,0.2,0.13333333333333333,0.3,0.06666666666666668,0.09999999999999998,0.4444444444444445
UK,lad,E07000072,,2018,2022,balanced,0.2,3,3,10,14,4,3,3,3,0,0.2857142857142857,0.0,1.0,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.07142857142857142,1.0
UK,lad,E07000077,,2018,2022,balanced,0.2,3,3,10,9,4,3,2,4,2,0.4444444444444444,0.5,0.6666666666666666,0.2222222222222222,0.14814814814814814,0.4444444444444444,0.07407407407407407,0.2222222222222222,0.3333333333333333
UK,lad,E07000079,,2018,2022,balanced,0.2,3,3,10,10,4,1,1,3,2,0.4,0.6666666666666666,1.0,0.1,0.13333333333333336,0.4,0.033333333333333354,0.30000000000000004,0.33333333333333337
